"","X1","line","section_name","section_artist","song_name","artist_name","song_id"
"49",49,"Scream, ""Are we havin' fun yet?""","Chorus","Nickelback","How You Remind Me","Nickelback","196442"
"50",50,"Yet, yet, are we havin' fun yet?","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"51",51,"Yet, yet, are we havin' fun yet?","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"52",52,"Yeah, yeah (These five words in my head scream)","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"53",53,"Are we havin' fun yet?","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"54",54,"Yeah, yeah (These five words in my head)","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"55",55,"No, no","Outro","Nickelback","How You Remind Me","Nickelback","196442"
"56",56,"Ooh-oh","Intro","Usher","U Got It Bad","Usher","2196"
"57",57,"No, no, no, no","Intro","Usher","U Got It Bad","Usher","2196"
"58",58,"No, no, no, no, no, no, no","Intro","Usher","U Got It Bad","Usher","2196"
"59",59,"No-ooh","Intro","Usher","U Got It Bad","Usher","2196"
"60",60,"When you feel it in your body, you found somebody who","Verse 1","Usher","U Got It Bad","Usher","2196"
"61",61,"Makes you change your ways like hanging with your crew","Verse 1","Usher","U Got It Bad","Usher","2196"
"62",62,"Said you act like you ready, but you don't really know","Verse 1","Usher","U Got It Bad","Usher","2196"
"63",63,"And everything in your past, you wanna let it go","Verse 1","Usher","U Got It Bad","Usher","2196"
"64",64,"I've been there, done it, humped around, ha","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"65",65,"After all that, this is what I found","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"66",66,"Nobody wants to be alone","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"67",67,"If you're touched by the words in this song","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"68",68,"Then maybe...","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"69",69,"(You) You got it, you got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"70",70,"When you're on the phone (Oh yeah), hang up and you call right back","Chorus","Usher","U Got It Bad","Usher","2196"
"71",71,"(Oh you) You got it, you got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"72",72,"If you miss a day without your friend, your whole life's off-track","Chorus","Usher","U Got It Bad","Usher","2196"
"73",73,"Know you got it bad when you're stuck in the house","Chorus","Usher","U Got It Bad","Usher","2196"
"74",74,"You don't wanna have fun, it's all you think about","Chorus","Usher","U Got It Bad","Usher","2196"
"75",75,"You got it bad when you're out with someone","Chorus","Usher","U Got It Bad","Usher","2196"
"76",76,"But you keep on thinking 'bout somebody else","Chorus","Usher","U Got It Bad","Usher","2196"
"77",77,"You got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"78",78,"When you say that you love 'em and you really know","Verse 2","Usher","U Got It Bad","Usher","2196"
"79",79,"Everything that used to matter don't matter no more","Verse 2","Usher","U Got It Bad","Usher","2196"
"80",80,"Like my money, all my cars (You can have it all and)","Verse 2","Usher","U Got It Bad","Usher","2196"
"81",81,"Flowers, cards and candy (I do it just 'cause I'm)","Verse 2","Usher","U Got It Bad","Usher","2196"
"82",82,"Said I'm fortunate to have you, girl","Verse 2","Usher","U Got It Bad","Usher","2196"
"83",83,"I want you to know, I really adore you","Verse 2","Usher","U Got It Bad","Usher","2196"
"84",84,"All my people who know what's going on","Verse 2","Usher","U Got It Bad","Usher","2196"
"85",85,"Look at your mate, help me sing my song","Verse 2","Usher","U Got It Bad","Usher","2196"
"86",86,"Tell her, ""I'm your man, you're my girl","Verse 2","Usher","U Got It Bad","Usher","2196"
"87",87,"I'm gonna tell it to the whole wide world""","Verse 2","Usher","U Got It Bad","Usher","2196"
"88",88,"Ladies, say, ""I'm your girl, you're my man","Verse 2","Usher","U Got It Bad","Usher","2196"
"89",89,"Promise to love you the best I can""","Verse 2","Usher","U Got It Bad","Usher","2196"
"90",90,"See, I've been there, done it, humped around","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"91",91,"After all that, this is what I found","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"92",92,"Everyone of y'all are just like me","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"93",93,"It's too bad that you can't see","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"94",94,"That you got it bad","Pre-Chorus","Usher","U Got It Bad","Usher","2196"
"95",95,"You got it, you got it bad (Hey, hey, no, no)","Chorus","Usher","U Got It Bad","Usher","2196"
"96",96,"When you're on the phone, hang up and you call right back","Chorus","Usher","U Got It Bad","Usher","2196"
"97",97,"You got it, ha, you got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"98",98,"If you miss a day without your friend, your whole life's off track (Yeah)","Chorus","Usher","U Got It Bad","Usher","2196"
"99",99,"Know you got it bad when you're stuck in the house (Oh, you're stuck)","Chorus","Usher","U Got It Bad","Usher","2196"
"100",100,"You don't wanna have fun, it's all you think about (Look at yourself)","Chorus","Usher","U Got It Bad","Usher","2196"
"101",101,"You got it bad when you're out with someone","Chorus","Usher","U Got It Bad","Usher","2196"
"102",102,"But you keep on thinking 'bout somebody else (Somebody)","Chorus","Usher","U Got It Bad","Usher","2196"
"103",103,"You got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"104",104,"You got it, you got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"105",105,"When you're on the phone, hang up and you call right back","Chorus","Usher","U Got It Bad","Usher","2196"
"106",106,"You got it, you got it bad","Chorus","Usher","U Got It Bad","Usher","2196"
"107",107,"If you miss a day without your friend, your whole life's off track","Chorus","Usher","U Got It Bad","Usher","2196"
"108",108,"Know you got it bad when you're stuck in the house","Chorus","Usher","U Got It Bad","Usher","2196"
"109",109,"You don't wanna have fun, it's all you think about","Chorus","Usher","U Got It Bad","Usher","2196"
"110",110,"You got it bad when you're out with someone","Chorus","Usher","U Got It Bad","Usher","2196"
"111",111,"But you keep on thinking 'bout somebody else","Chorus","Usher","U Got It Bad","Usher","2196"
"112",112,"Let's get it crunk up on","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"113",113,"Have fun up on up in this dancery","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"114",114,"We got y'all open, now ya floatin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"115",115,"So you gots to dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"116",116,"Don't need no hateration","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"117",117,"Holleration in this dancery","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"118",118,"Let's get it percolatin', while you're waitin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"119",119,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"120",120,"Come on, everybody, get on up","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"121",121,"'Cause you know we gots to get it crunk","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"122",122,"Mary J. is in the spot tonight","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"123",123,"And I'ma make it feel alright (Make it feel alright)","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"124",124,"Come on, baby, just party with me","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"125",125,"Let loose and set your body free (Oh)","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"126",126,"Leave your situations at the door","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"127",127,"So when you step inside, jump on the floor","Verse 1","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"128",128,"Let's get it crunk up on (Let's get crunk up on)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"129",129,"Have fun up on up in this dancery","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"130",130,"We got y'all open, now ya floatin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"131",131,"So you gots to dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"132",132,"Don't need no hateration","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"133",133,"Holleration in this dancery (Holler, holler, holler)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"134",134,"Let's get it percolatin', while you're waitin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"135",135,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"136",136,"Ooh, it's only gonna be about a matter of time","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"137",137,"Before you get loose and start to lose your mind","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"138",138,"Cop you a drink, go 'head and rock your ice","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"139",139,"'Cause we celebrating no more drama in our life","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"140",140,"With a Dre track pumpin', everybody's jumpin'","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"141",141,"Go ahead and twist your back and get your body bumpin'","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"142",142,"I told you, ""Leave your situations at the door""","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"143",143,"So grab somebody and get your ass on the dancefloor","Verse 2","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"144",144,"Let's get it crunk up on","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"145",145,"Have fun up on up in this dancery","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"146",146,"We got y'all open, now ya floatin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"147",147,"So you gots to dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"148",148,"Don't need no hateration","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"149",149,"Holleration in this dancery","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"150",150,"Let's get it percolatin', while you're waitin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"151",151,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"152",152,"We don't need no haters (Y'all, we don't need no)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"153",153,"We're just trying to love one another (Love)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"154",154,"We just want y'all to have a good time (Mhm)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"155",155,"No more drama in your life (Mmm-mmm, no)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"156",156,"Work real hard to make a dime","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"157",157,"If you got beef, your problem, not mine (No, not mine)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"158",158,"Leave all that BS outside (We)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"159",159,"We're gonna celebrate all night (All night)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"160",160,"Let's have fun tonight, no fights","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"161",161,"Turn that Dre track way up high (Turn it up, turn it up)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"162",162,"Making you dance all night and I (All night long)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"163",163,"Got some real heat for ya this time (Real heat. boy)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"164",164,"It doesn't matter if you're white or Black (Doesn't matter, doesn't matter)","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"165",165,"Let's get crunk 'cause Mary's back","Bridge","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"166",166,"Let's get it crunk up on (Let's get crunked up on)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"167",167,"Have fun up on up in this dancery (In this dancery)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"168",168,"We got y'all open, now ya floatin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"169",169,"So you gots to dance for me (So you gotta dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"170",170,"Don't need no hateration (Dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"171",171,"Holleration in this dancery (Dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"172",172,"Let's get it percolatin', while you're waitin' (Let's get it, let's get it, let's get it)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"173",173,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"174",174,"Let's get it crunk up on (Dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"175",175,"Have fun up on up in this dancery (Let's get crunk up on)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"176",176,"We got y'all open, now ya floatin' (All I want y'all to do)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"177",177,"So you gots to dance for me (Is just dance, just dance)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"178",178,"Don't need no hateration (C'mon, c'mon)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"179",179,"Holleration in this dancery (C'mon, c'mon)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"180",180,"Let's get it percolatin', while you're waitin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"181",181,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"182",182,"Let's get it crunk up on","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"183",183,"Have fun up on up in this dancery (Oh, yeah)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"184",184,"We got y'all open, now ya floatin'","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"185",185,"So you gots to dance for me (You gotta dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"186",186,"Don't need no hateration (Just dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"187",187,"Holleration in this dancery  (Just dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"188",188,"Let's get it percolatin', while you're waitin' (Dance for me, dance for me, dance for me, yeah)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"189",189,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"190",190,"Let's get it crunk up on (Dance for me)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"191",191,"Have fun up on up in this dancery (C'mon y'all, dance)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"192",192,"We got y'all open, now ya floatin' (Dance, dance, dance, dance)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"193",193,"So you gots to dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"194",194,"Don't need no hateration","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"195",195,"Holleration in this dancery  (We don't need no hands)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"196",196,"Let's get it percolatin', while you're waitin' (We just want you all to holler, holler when you hear me, get it percolated)","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"197",197,"So just dance for me","Chorus","Mary J. Blige","Family Affair","Mary J. Blige","468201"
"198",198,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"199",199,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"200",200,"Get the party started on a Saturday night","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"201",201,"Everybody's waiting for me to arrive","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"202",202,"Sending out the message to all of my friends","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"203",203,"We'll be looking flashy in my Mercedes Benz","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"204",204,"I got lots of style, check my gold diamond rings","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"205",205,"I can go for miles if you know what I mean","Verse 1","P!nk","Get the Party Started","P!nk","195076"
"206",206,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"207",207,"(I'm comin' up, I'm comin')","Chorus","P!nk","Get the Party Started","P!nk","195076"
"208",208,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"209",209,"Pumping up the volume, breaking down to the beat","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"210",210,"Cruising through the Westside, we'll be checking the scene","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"211",211,"Boulevard is freaking as I'm coming up fast","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"212",212,"I'll be burning rubber, you'll be kissing my ass","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"213",213,"Pull up to the bumper, get out of the car","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"214",214,"License plate says, ""Stunner: #1 Superstar""","Verse 2","P!nk","Get the Party Started","P!nk","195076"
"215",215,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"216",216,"(I'm comin' up, so you better)","Chorus","P!nk","Get the Party Started","P!nk","195076"
"217",217,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"218",218,"Get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"219",219,"Making my connection as I enter the room","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"220",220,"Everybody's chillin' as I set up the groove","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"221",221,"Pumping up the volume with this brand new beat","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"222",222,"Everybody's dancing and they're dancing for me","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"223",223,"I'm your operator, you can call anytime","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"224",224,"I'll be your connection to the party line","Verse 3","P!nk","Get the Party Started","P!nk","195076"
"225",225,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"226",226,"(I'm comin' up, I'm comin')","Chorus","P!nk","Get the Party Started","P!nk","195076"
"227",227,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"228",228,"(I'm comin' up, I'm comin')","Chorus","P!nk","Get the Party Started","P!nk","195076"
"229",229,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"230",230,"(I'm comin' up, so you better)","Chorus","P!nk","Get the Party Started","P!nk","195076"
"231",231,"I'm comin' up, so you better get this party started","Chorus","P!nk","Get the Party Started","P!nk","195076"
"232",232,"Get this party started (Ooh)","Outro","P!nk","Get the Party Started","P!nk","195076"
"233",233,"Get this party started right now","Outro","P!nk","Get the Party Started","P!nk","195076"
"234",234,"Get this party started (Ooh)","Outro","P!nk","Get the Party Started","P!nk","195076"
"235",235,"Get this party started","Outro","P!nk","Get the Party Started","P!nk","195076"
"236",236,"Get this party started right now","Outro","P!nk","Get the Party Started","P!nk","195076"
"237",238,"Always there when you call (Buckshots, ha), always on time","Intro","Ashanti","Always on Time","Ja Rule","23929"
"238",239,"Gave you my, baby be mine","Intro","Ashanti","Always on Time","Ja Rule","23929"
"239",240,"Always there when you call, always on time","Intro","Ashanti","Always on Time","Ja Rule","23929"
"240",241,"Gave you my, baby","Intro","Ashanti","Always on Time","Ja Rule","23929"
"241",242,"Baby, I'm not always there when you call, but I'm always on time","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"242",243,"And I gave you my all, now baby, be mine","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"243",244,"I'm not always there when you call, but I'm always on time","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"244",245,"And I gave you my all, now baby, be mine","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"245",246,"C'mon and get a piece of this late-night lover","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"246",247,"You know, the one that swing dick like no other","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"247",248,"I know, I got a lot of things I need to explain","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"248",249,"But, baby, you know the name, and love is about pain","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"249",250,"So, stop the complaints and drop the order restraints","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"250",251,"Our sex life's a game, so back me down in the paint","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"251",252,"'Cause I can't wait no more","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"252",253,"'Cause it's about a quarter past three and shorty's eyeing me","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"253",254,"I got the Bentley valeted","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"254",255,"And I'm just outside of Jersey, past the Palisades","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"255",256,"And I'd love to see that ass in boots and shades","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"256",257,"Throw down on the bed while I'm yanking your braids","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"257",258,"Thug style, you never thought I'd make you smile","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"258",259,"While I'm smacking your ass and fucking you all wild","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"259",260,"But we share something so rare, but who cares, you care","Verse 1","Ja Rule","Always on Time","Ja Rule","23929"
"260",261,"Baby, I'm not always there when you call, but I'm always on time","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"261",262,"And I gave you my all, now baby, be mine","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"262",263,"I'm not always there when you call, but I'm always on time","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"263",264,"And I gave you my all, now baby, be mine","Chorus","Ashanti","Always on Time","Ja Rule","23929"
"264",265,"Girl, get a grip, c'mon, pull it together","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"265",266,"It's only a sunshower, we been through worse weather","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"266",267,"Like the stormy nights you wrote a Dear Ja letter","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"267",268,"And took my Benz and keyed and cut the leather","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"268",269,"Bitch, you know better, we live M-O-B","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"269",270,"Money over bitches, Murder, I-N-C","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"270",271,"I got two or three hoes for every V","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"271",272,"And I keep 'em drugged up off that ecstasy","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"272",273,"I'm a playground legend like Kirkland Pee-wee","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
"273",274,"Name a nigga in the league got more game than me","Verse 2","Ja Rule","Always on Time","Ja Rule","23929"
